Texas Counties,County FIPS_x,Dollars,County FIPS_y,Uninsured Percent,County FIPS_x,White Poverty %,County FIPS_y,Black Poverty %,County FIPS_x,Asian Poverty %,County FIPS_y,Foreign Poverty %,County FIPS_x,Native Poverty %,County FIPS_y,Hispanic Poverty %,County FIPS,Non Hispanic Poverty %
139,"Floyd, Texas",48153.0,54007,48153.0,4.5,48153.0,83.3,48153.0,4.7,48153.0,0.2,48153.0,8.1,48153.0,0.1,48153.0,59.3,48153.0,40.7
140,"Wharton, Texas",48481.0,53963,48481.0,6.0,48481.0,73.7,48481.0,13.2,48481.0,0.4,48481.0,8.8,48481.0,0.1,48481.0,42.6,48481.0,57.4
141,"Liberty, Texas",48291.0,53871,48291.0,8.1,48291.0,71.8,48291.0,9.0,48291.0,0.5,48291.0,10.2,48291.0,0.5,48291.0,29.3,48291.0,70.7
142,"Titus, Texas",48449.0,53818,48449.0,5.0,48449.0,67.1,48449.0,9.5,48449.0,0.8,48449.0,19.5,48449.0,0.3,48449.0,44.4,48449.0,55.6
143,"McLennan, Texas",48309.0,53723,48309.0,4.7,48309.0,71.9,48309.0,14.3,48309.0,1.7,48309.0,8.4,48309.0,0.4,48309.0,27.0,48309.0,73.0
144,"Jefferson, Texas",48245.0,53613,48245.0,5.6,48245.0,51.0,48245.0,33.4,48245.0,3.8,48245.0,12.1,48245.0,0.4,48245.0,21.9,48245.0,78.1
145,"Castro, Texas",48069.0,53551,48069.0,4.1,48069.0,74.6,48069.0,1.2,48069.0,1.3,48069.0,17.8,48069.0,0.5,48069.0,65.5,48069.0,34.5
146,"Reeves, Texas",48389.0,53548,48389.0,6.5,48389.0,68.0,48389.0,2.2,48389.0,1.4,48389.0,18.0,48389.0,0.1,48389.0,75.1,48389.0,24.9
147,"Mills, Texas",48333.0,53483,48333.0,2.4,48333.0,84.6,48333.0,0.5,48333.0,0.2,48333.0,6.2,48333.0,0.1,48333.0,23.9,48333.0,76.1
148,"Scurry, Texas",48415.0,53376,48415.0,2.9,48415.0,79.2,48415.0,4.3,48415.0,0.6,48415.0,7.4,48415.0,0.1,48415.0,41.6,48415.0,58.4
149,"Wichita, Texas",48485.0,53272,48485.0,4.7,48485.0,75.5,48485.0,10.3,48485.0,2.3,48485.0,5.8,48485.0,0.9,48485.0,20.0,48485.0,80.0
150,"Childress, Texas",48075.0,53092,48075.0,7.2,48075.0,74.3,48075.0,8.8,48075.0,0.1,48075.0,7.5,48075.0,0.4,48075.0,34.2,48075.0,65.8
151,"Donley, Texas",48129.0,52888,48129.0,0.1,48129.0,87.6,48129.0,6.8,48129.0,0.2,48129.0,2.5,48129.0,0.2,48129.0,11.8,48129.0,88.2
152,"Live Oak, Texas",48297.0,52870,48297.0,3.6,48297.0,91.7,48297.0,2.3,48297.0,0.7,48297.0,5.2,48297.0,0.2,48297.0,40.7,48297.0,59.3
153,"Polk, Texas",48373.0,52826,48373.0,9.5,48373.0,79.9,48373.0,9.0,48373.0,0.9,48373.0,5.1,48373.0,1.4,48373.0,15.5,48373.0,84.5
154,"Milam, Texas",48331.0,52810,48331.0,6.3,48331.0,80.7,48331.0,9.8,48331.0,0.9,48331.0,4.7,48331.0,0.2,48331.0,27.1,48331.0,72.9
155,"Crockett, Texas",48105.0,52731,48105.0,1.6,48105.0,47.3,48105.0,1.6,48105.0,no data/suppressed,48105.0,10.8,48105.0,no data/suppressed,48105.0,60.5,48105.0,39.5
156,"Brazos, Texas",48041.0,52658,48041.0,4.4,48041.0,72.9,48041.0,11.1,48041.0,6.0,48041.0,12.4,48041.0,0.3,48041.0,26.4,48041.0,73.6
157,"Angelina, Texas",48005.0,52377,48005.0,6.3,48005.0,73.8,48005.0,13.8,48005.0,1.0,48005.0,8.3,48005.0,0.9,48005.0,22.7,48005.0,77.3
158,"Goliad, Texas",48175.0,52335,48175.0,3.8,48175.0,83.2,48175.0,4.9,48175.0,0.2,48175.0,5.5,48175.0,0.3,48175.0,36.2,48175.0,63.8
159,"Wheeler, Texas",48483.0,52138,48483.0,3.8,48483.0,86.0,48483.0,1.8,48483.0,0.3,48483.0,9.1,48483.0,0.1,48483.0,25.6,48483.0,74.4
160,"Runnels, Texas",48399.0,52103,48399.0,2.0,48399.0,84.2,48399.0,2.7,48399.0,0.1,48399.0,4.5,48399.0,0.6,48399.0,35.1,48399.0,64.9
161,"Young, Texas",48503.0,52074,48503.0,3.3,48503.0,91.6,48503.0,1.3,48503.0,0.2,48503.0,7.7,48503.0,0.6,48503.0,19.4,48503.0,80.6
162,"Henderson, Texas",48213.0,51963,48213.0,6.3,48213.0,85.4,48213.0,5.9,48213.0,0.7,48213.0,4.8,48213.0,0.3,48213.0,13.6,48213.0,86.4
163,"Val Verde, Texas",48465.0,51949,48465.0,4.4,48465.0,78.6,48465.0,1.2,48465.0,0.7,48465.0,22.2,48465.0,0.3,48465.0,82.6,48465.0,17.4
164,"Uvalde, Texas",48463.0,51602,48463.0,5.0,48463.0,84.4,48463.0,1.1,48463.0,1.1,48463.0,11.6,48463.0,0.6,48463.0,72.3,48463.0,27.7
165,"Lamar, Texas",48277.0,51561,48277.0,3.3,48277.0,78.6,48277.0,13.4,48277.0,0.8,48277.0,3.6,48277.0,0.9,48277.0,8.4,48277.0,91.6
166,"Aransas, Texas",48007.0,51509,48007.0,8.2,48007.0,86.8,48007.0,0.2,48007.0,1.4,48007.0,4.1,48007.0,1.2,48007.0,28.6,48007.0,71.4
167,"Camp, Texas",48063.0,50947,48063.0,8.2,48063.0,69.9,48063.0,15.6,48063.0,0.7,48063.0,9.3,48063.0,0.2,48063.0,26.2,48063.0,73.8
168,"El Paso, Texas",48141.0,50919,48141.0,6.8,48141.0,59.6,48141.0,3.2,48141.0,1.3,48141.0,23.6,48141.0,0.6,48141.0,82.9,48141.0,17.1
169,"Refugio, Texas",48391.0,50745,48391.0,5.6,48391.0,76.1,48391.0,7.0,48391.0,0.2,48391.0,1.5,48391.0,0.2,48391.0,51.2,48391.0,48.8
170,"Gray, Texas",48179.0,50635,48179.0,5.0,48179.0,80.1,48179.0,5.1,48179.0,1.4,48179.0,9.6,48179.0,1.9,48179.0,30.0,48179.0,70.0
171,"Navarro, Texas",48349.0,50466,48349.0,5.1,48349.0,69.4,48349.0,11.2,48349.0,2.2,48349.0,13.2,48349.0,0.2,48349.0,28.8,48349.0,71.2
172,"Knox, Texas",48275.0,50163,48275.0,3.6,48275.0,77.0,48275.0,6.1,48275.0,1.7,48275.0,8.9,48275.0,no data/suppressed,48275.0,35.2,48275.0,64.8
173,"Mitchell, Texas",48335.0,50144,48335.0,2.0,48335.0,78.2,48335.0,6.6,48335.0,no data/suppressed,48335.0,2.6,48335.0,0.7,48335.0,40.7,48335.0,59.3
174,"Lamb, Texas",48279.0,50041,48279.0,3.1,48279.0,80.6,48279.0,3.4,48279.0,0.9,48279.0,10.2,48279.0,0.5,48279.0,56.5,48279.0,43.5
175,"Kleberg, Texas",48273.0,49986,48273.0,5.4,48273.0,68.6,48273.0,3.1,48273.0,1.6,48273.0,6.1,48273.0,0.4,48273.0,73.5,48273.0,26.5
176,"Lynn, Texas",48305.0,49747,48305.0,3.3,48305.0,76.3,48305.0,1.0,48305.0,0.5,48305.0,3.9,48305.0,0.2,48305.0,46.4,48305.0,53.6
177,"Anderson, Texas",48001.0,49736,48001.0,4.0,48001.0,67.7,48001.0,20.8,48001.0,0.9,48001.0,6.0,48001.0,0.4,48001.0,18.3,48001.0,81.7
178,"Cass, Texas",48067.0,49626,48067.0,8.8,48067.0,77.5,48067.0,17.3,48067.0,0.7,48067.0,2.6,48067.0,0.2,48067.0,5.0,48067.0,95.0
179,"Deaf Smith, Texas",48117.0,49611,48117.0,3.6,48117.0,76.5,48117.0,0.8,48117.0,0.9,48117.0,16.3,48117.0,0.7,48117.0,74.4,48117.0,25.6
180,"Karnes, Texas",48255.0,49526,48255.0,3.3,48255.0,75.1,48255.0,5.7,48255.0,0.6,48255.0,9.9,48255.0,0.5,48255.0,56.3,48255.0,43.7
181,"Limestone, Texas",48293.0,49507,48293.0,4.3,48293.0,69.2,48293.0,16.9,48293.0,1.2,48293.0,9.5,48293.0,0.5,48293.0,22.7,48293.0,77.3
182,"Hockley, Texas",48219.0,49241,48219.0,5.8,48219.0,77.9,48219.0,3.3,48219.0,0.5,48219.0,8.4,48219.0,0.4,48219.0,49.3,48219.0,50.7
183,"Brown, Texas",48049.0,49232,48049.0,5.2,48049.0,84.1,48049.0,3.6,48049.0,0.6,48049.0,4.1,48049.0,0.4,48049.0,23.1,48049.0,76.9
184,"Tyler, Texas",48457.0,49130,48457.0,16.2,48457.0,83.6,48457.0,10.3,48457.0,0.6,48457.0,3.4,48457.0,0.1,48457.0,8.3,48457.0,91.7
185,"Bee, Texas",48025.0,48822,48025.0,7.3,48025.0,74.1,48025.0,7.3,48025.0,0.2,48025.0,3.1,48025.0,0.7,48025.0,59.5,48025.0,40.5
186,"Brewster, Texas",48043.0,48679,48043.0,3.4,48043.0,80.7,48043.0,0.3,48043.0,3.9,48043.0,12.7,48043.0,0.8,48043.0,45.5,48043.0,54.5
187,"Leon, Texas",48289.0,48676,48289.0,6.3,48289.0,84.8,48289.0,6.2,48289.0,1.2,48289.0,5.5,48289.0,0.4,48289.0,15.3,48289.0,84.7
188,"Hale, Texas",48189.0,48649,48189.0,4.5,48189.0,74.0,48189.0,4.3,48189.0,0.4,48189.0,10.1,48189.0,0.2,48189.0,60.6,48189.0,39.4
189,"Matagorda, Texas",48321.0,48566,48321.0,6.3,48321.0,62.5,48321.0,10.1,48321.0,2.2,48321.0,11.1,48321.0,0.3,48321.0,43.8,48321.0,56.2
190,"Haskell, Texas",48207.0,48432,48207.0,6.8,48207.0,81.6,48207.0,5.4,48207.0,no data/suppressed,48207.0,4.6,48207.0,0.3,48207.0,28.8,48207.0,71.2
191,"Terry, Texas",48445.0,47734,48445.0,8.0,48445.0,75.6,48445.0,2.1,48445.0,no data/suppressed,48445.0,8.4,48445.0,0.1,48445.0,56.2,48445.0,43.8
192,"Jim Wells, Texas",48249.0,47629,48249.0,4.3,48249.0,90.5,48249.0,0.8,48249.0,0.5,48249.0,3.5,48249.0,0.7,48249.0,80.5,48249.0,19.5
193,"Hansford, Texas",48195.0,47500,48195.0,11.3,48195.0,85.0,48195.0,0.2,48195.0,0.1,48195.0,19.4,48195.0,0.7,48195.0,48.6,48195.0,51.4
194,"Throckmorton, Texas",48447.0,47500,48447.0,5.9,48447.0,92.4,48447.0,0.4,48447.0,no data/suppressed,48447.0,1.6,48447.0,no data/suppressed,48447.0,13.3,48447.0,86.7
195,"Nacogdoches, Texas",48347.0,47306,48347.0,7.4,48347.0,69.7,48347.0,18.4,48347.0,1.1,48347.0,7.6,48347.0,0.9,48347.0,20.1,48347.0,79.9
196,"Coleman, Texas",48083.0,47216,48083.0,6.6,48083.0,82.8,48083.0,2.6,48083.0,1.2,48083.0,6.5,48083.0,0.8,48083.0,18.1,48083.0,81.9
197,"Terrell, Texas",48443.0,47012,48443.0,no data/suppressed,48443.0,88.5,48443.0,1.4,48443.0,no data/suppressed,48443.0,0.8,48443.0,no data/suppressed,48443.0,54.1,48443.0,45.9
198,"San Saba, Texas",48411.0,46927,48411.0,3.4,48411.0,81.6,48411.0,1.8,48411.0,0.3,48411.0,6.1,48411.0,0.1,48411.0,30.7,48411.0,69.3
199,"Concho, Texas",48095.0,46719,48095.0,1.3,48095.0,85.5,48095.0,2.0,48095.0,0.5,48095.0,13.4,48095.0,0.5,48095.0,34.6,48095.0,65.4
200,"San Jacinto, Texas",48407.0,46678,48407.0,7.7,48407.0,78.2,48407.0,9.5,48407.0,0.2,48407.0,6.9,48407.0,0.5,48407.0,14.3,48407.0,85.7
201,"McCulloch, Texas",48307.0,46552,48307.0,7.7,48307.0,79.2,48307.0,1.0,48307.0,0.9,48307.0,5.6,48307.0,0.3,48307.0,32.9,48307.0,67.1
202,"Stephens, Texas",48429.0,46537,48429.0,6.5,48429.0,85.0,48429.0,3.2,48429.0,0.9,48429.0,5.8,48429.0,no data/suppressed,48429.0,24.6,48429.0,75.4
203,"Morris, Texas",48343.0,46468,48343.0,5.7,48343.0,69.0,48343.0,22.3,48343.0,1.5,48343.0,5.4,48343.0,0.3,48343.0,10.7,48343.0,89.3
204,"Trinity, Texas",48455.0,45392,48455.0,8.4,48455.0,83.9,48455.0,8.5,48455.0,0.1,48455.0,4.1,48455.0,0.2,48455.0,11.1,48455.0,88.9
205,"Wilbarger, Texas",48487.0,45262,48487.0,8.7,48487.0,71.8,48487.0,7.7,48487.0,3.2,48487.0,6.1,48487.0,1.1,48487.0,30.3,48487.0,69.7
206,"Potter, Texas",48375.0,45096,48375.0,3.6,48375.0,72.1,48375.0,10.2,48375.0,5.3,48375.0,15.6,48375.0,0.8,48375.0,39.4,48375.0,60.6
207,"Nolan, Texas",48353.0,44700,48353.0,8.0,48353.0,80.8,48353.0,4.9,48353.0,0.4,48353.0,6.5,48353.0,0.3,48353.0,39.0,48353.0,61.0
208,"Hidalgo, Texas",48215.0,44666,48215.0,7.8,48215.0,64.4,48215.0,0.6,48215.0,1.0,48215.0,26.1,48215.0,0.2,48215.0,92.5,48215.0,7.5
209,"Zavala, Texas",48507.0,44573,48507.0,3.7,48507.0,74.7,48507.0,0.4,48507.0,0.3,48507.0,5.4,48507.0,no data/suppressed,48507.0,93.9,48507.0,6.1
210,"Shelby, Texas",48419.0,44504,48419.0,6.0,48419.0,73.0,48419.0,18.6,48419.0,0.5,48419.0,8.0,48419.0,1.4,48419.0,18.8,48419.0,81.2
211,"Maverick, Texas",48323.0,44502,48323.0,7.0,48323.0,67.3,48323.0,0.4,48323.0,0.1,48323.0,29.5,48323.0,2.2,48323.0,95.1,48323.0,4.9
212,"Jasper, Texas",48241.0,44356,48241.0,13.7,48241.0,75.8,48241.0,15.5,48241.0,0.4,48241.0,3.1,48241.0,0.2,48241.0,7.1,48241.0,92.9
213,"Crosby, Texas",48107.0,44304,48107.0,4.7,48107.0,77.4,48107.0,4.1,48107.0,0.9,48107.0,5.9,48107.0,no data/suppressed,48107.0,56.7,48107.0,43.3
214,"Walker, Texas",48471.0,44104,48471.0,4.6,48471.0,68.2,48471.0,22.9,48471.0,1.4,48471.0,7.4,48471.0,0.2,48471.0,18.3,48471.0,81.7
215,"Real, Texas",48385.0,44083,48385.0,1.4,48385.0,95.8,48385.0,1.4,48385.0,no data/suppressed,48385.0,1.9,48385.0,no data/suppressed,48385.0,23.1,48385.0,76.9
216,"Hamilton, Texas",48193.0,44030,48193.0,3.7,48193.0,91.9,48193.0,0.3,48193.0,0.1,48193.0,4.9,48193.0,0.2,48193.0,13.6,48193.0,86.4
217,"Eastland, Texas",48133.0,43953,48133.0,5.5,48133.0,88.9,48133.0,2.2,48133.0,0.4,48133.0,4.7,48133.0,0.5,48133.0,17.1,48133.0,82.9
218,"Duval, Texas",48131.0,43836,48131.0,10.3,48131.0,82.8,48131.0,1.0,48131.0,no data/suppressed,48131.0,2.9,48131.0,0.4,48131.0,89.3,48131.0,10.7
219,"Baylor, Texas",48023.0,43705,48023.0,3.5,48023.0,85.4,48023.0,4.1,48023.0,1.0,48023.0,2.8,48023.0,0.2,48023.0,14.2,48023.0,85.8
220,"Cottle, Texas",48101.0,43654,48101.0,3.8,48101.0,73.3,48101.0,7.1,48101.0,no data/suppressed,48101.0,no data/suppressed,48101.0,0.1,48101.0,20.6,48101.0,79.4
221,"Houston, Texas",48225.0,43644,48225.0,4.5,48225.0,67.6,48225.0,24.9,48225.0,0.3,48225.0,3.0,48225.0,0.3,48225.0,11.9,48225.0,88.1
222,"Marion, Texas",48315.0,43153,48315.0,11.7,48315.0,72.2,48315.0,22.5,48315.0,0.7,48315.0,2.0,48315.0,0.2,48315.0,4.5,48315.0,95.5
223,"San Augustine, Texas",48405.0,43130,48405.0,11.4,48405.0,71.7,48405.0,22.4,48405.0,0.1,48405.0,4.5,48405.0,0.5,48405.0,7.6,48405.0,92.4
224,"Cameron, Texas",48061.0,43057,48061.0,6.0,48061.0,73.7,48061.0,0.6,48061.0,0.7,48061.0,22.8,48061.0,0.2,48061.0,90.0,48061.0,10.0
225,"Dawson, Texas",48115.0,42778,48115.0,8.2,48115.0,63.5,48115.0,8.4,48115.0,0.2,48115.0,4.6,48115.0,0.8,48115.0,58.6,48115.0,41.4
226,"Kenedy, Texas",48261.0,42778,48261.0,no data/suppressed,48261.0,84.6,48261.0,no data/suppressed,48261.0,0.6,48261.0,25.4,48261.0,0.6,48261.0,98.2,48261.0,1.8
227,"Coke, Texas",48081.0,42639,48081.0,2.8,48081.0,87.8,48081.0,1.0,48081.0,no data/suppressed,48081.0,4.8,48081.0,0.2,48081.0,22.6,48081.0,77.4
228,"Collingsworth, Texas",48087.0,42446,48087.0,4.6,48087.0,69.7,48087.0,9.3,48087.0,0.8,48087.0,9.3,48087.0,1.8,48087.0,31.5,48087.0,68.5
229,"Dickens, Texas",48125.0,42241,48125.0,8.9,48125.0,83.7,48125.0,2.1,48125.0,0.8,48125.0,8.3,48125.0,0.3,48125.0,33.8,48125.0,66.2
230,"King, Texas",48269.0,42125,48269.0,4.9,48269.0,88.6,48269.0,no data/suppressed,48269.0,no data/suppressed,48269.0,14.8,48269.0,no data/suppressed,48269.0,34.9,48269.0,65.1
231,"Hall, Texas",48191.0,41467,48191.0,9.7,48191.0,71.3,48191.0,5.7,48191.0,0.2,48191.0,11.6,48191.0,0.6,48191.0,34.5,48191.0,65.5
232,"Sabine, Texas",48403.0,41308,48403.0,10.2,48403.0,88.2,48403.0,5.5,48403.0,1.5,48403.0,1.6,48403.0,0.5,48403.0,4.8,48403.0,95.2
233,"Red River, Texas",48387.0,40674,48387.0,4.3,48387.0,78.4,48387.0,14.7,48387.0,0.6,48387.0,3.1,48387.0,1.8,48387.0,7.6,48387.0,92.4
234,"Menard, Texas",48327.0,40341,48327.0,8.6,48327.0,78.7,48327.0,0.1,48327.0,no data/suppressed,48327.0,5.1,48327.0,1.7,48327.0,35.5,48327.0,64.5
235,"Edwards, Texas",48137.0,40000,48137.0,no data/suppressed,48137.0,98.8,48137.0,0.1,48137.0,no data/suppressed,48137.0,9.1,48137.0,0.1,48137.0,45.3,48137.0,54.7
236,"Irion, Texas",48235.0,39770,48235.0,6.9,48235.0,69.9,48235.0,5.5,48235.0,no data/suppressed,48235.0,3.6,48235.0,no data/suppressed,48235.0,26.4,48235.0,73.6
237,"Swisher, Texas",48437.0,39685,48437.0,6.2,48437.0,79.9,48437.0,8.1,48437.0,0.8,48437.0,13.1,48437.0,1.3,48437.0,45.2,48437.0,54.8
238,"Willacy, Texas",48489.0,39401,48489.0,7.9,48489.0,79.5,48489.0,0.6,48489.0,no data/suppressed,48489.0,13.2,48489.0,0.6,48489.0,88.2,48489.0,11.8
239,"Jeff Davis, Texas",48243.0,38659,48243.0,no data/suppressed,48243.0,90.9,48243.0,1.8,48243.0,no data/suppressed,48243.0,12.7,48243.0,no data/suppressed,48243.0,23.9,48243.0,76.1
240,"Briscoe, Texas",48045.0,38469,48045.0,1.8,48045.0,85.0,48045.0,2.4,48045.0,0.9,48045.0,7.3,48045.0,no data/suppressed,48045.0,36.4,48045.0,63.6
241,"Cochran, Texas",48079.0,38203,48079.0,8.4,48079.0,65.5,48079.0,6.1,48079.0,0.1,48079.0,16.3,48079.0,0.3,48079.0,59.7,48079.0,40.3
242,"Newton, Texas",48351.0,38116,48351.0,10.4,48351.0,74.2,48351.0,20.5,48351.0,0.7,48351.0,0.8,48351.0,0.5,48351.0,4.1,48351.0,95.9
243,"Foard, Texas",48155.0,37679,48155.0,10.1,48155.0,74.8,48155.0,0.1,48155.0,0.8,48155.0,3.6,48155.0,0.7,48155.0,21.6,48155.0,78.4
244,"Jim Hogg, Texas",48247.0,37342,48247.0,4.3,48247.0,82.9,48247.0,0.3,48247.0,no data/suppressed,48247.0,2.6,48247.0,no data/suppressed,48247.0,93.3,48247.0,6.7
245,"Falls, Texas",48145.0,35317,48145.0,8.1,48145.0,65.4,48145.0,22.6,48145.0,1.7,48145.0,4.9,48145.0,0.4,48145.0,24.3,48145.0,75.7
246,"Zapata, Texas",48505.0,34406,48505.0,8.3,48505.0,68.4,48505.0,no data/suppressed,48505.0,1.4,48505.0,21.1,48505.0,no data/suppressed,48505.0,94.8,48505.0,5.2
247,"Culberson, Texas",48109.0,34239,48109.0,12.5,48109.0,71.9,48109.0,0.1,48109.0,0.9,48109.0,14.2,48109.0,4.1,48109.0,82.9,48109.0,17.1
248,"Starr, Texas",48427.0,33334,48427.0,12.1,48427.0,70.7,48427.0,0.1,48427.0,no data/suppressed,48427.0,26.6,48427.0,0.1,48427.0,96.3,48427.0,3.7
249,"Hudspeth, Texas",48229.0,32404,48229.0,7.5,48229.0,46.7,48229.0,1.4,48229.0,0.8,48229.0,42.6,48229.0,1.0,48229.0,77.7,48229.0,22.3
250,"Brooks, Texas",48047.0,26827,48047.0,1.7,48047.0,68.5,48047.0,1.8,48047.0,0.1,48047.0,10.6,48047.0,no data/suppressed,48047.0,91.6,48047.0,8.4
251,"Presidio, Texas",48377.0,26395,48377.0,7.8,48377.0,69.6,48377.0,no data/suppressed,48377.0,1.4,48377.0,43.0,48377.0,1.9,48377.0,80.0,48377.0,20.0
252,"Dimmit, Texas",48127.0,25000,48127.0,5.9,48127.0,60.4,48127.0,0.2,48127.0,1.6,48127.0,10.2,48127.0,0.2,48127.0,87.8,48127.0,12.2
253,"Loving, Texas",48301.0,no data/suppressed,48301.0,no data/suppressed,48301.0,98.8,48301.0,no data/suppressed,48301.0,1.2,48301.0,1.2,48301.0,no data/suppressed,48301.0,no data/suppressed,48301.0,100.0
254,undefined,,,,,,,,,,,,,,,,,,
