Area,County FIPS,Percent
"Milam, Texas","48331","0.2"
"Lynn, Texas","48305","0.2"
"Guadalupe, Texas","48187","0.2"
"Sterling, Texas","48431","0.2"
"Jasper, Texas","48241","0.2"
"Hemphill, Texas","48211","0.2"
"Navarro, Texas","48349","0.2"
"Coke, Texas","48081","0.2"
"Ward, Texas","48475","0.2"
"Webb, Texas","48479","0.2"
"Live Oak, Texas","48297","0.2"
"Camp, Texas","48063","0.2"
"Hamilton, Texas","48193","0.2"
"Frio, Texas","48163","0.2"
"Freestone, Texas","48161","0.2"
"Refugio, Texas","48391","0.2"
"Hale, Texas","48189","0.2"
"Oldham, Texas","48359","0.2"
"Atascosa, Texas","48013","0.2"
"Orange, Texas","48361","0.2"
"Cass, Texas","48067","0.2"
"Colorado, Texas","48089","0.2"
"Donley, Texas","48129","0.2"
"Austin, Texas","48015","0.1"
"Mills, Texas","48333","0.1"
"Lee, Texas","48287","0.1"
"Wheeler, Texas","48483","0.1"
"Callahan, Texas","48059","0.1"
"Cottle, Texas","48101","0.1"
"San Patricio, Texas","48409","0.1"
"Chambers, Texas","48071","0.1"
"Robertson, Texas","48395","0.1"
"Lavaca, Texas","48285","0.1"
"Scurry, Texas","48415","0.1"
"Floyd, Texas","48153","0.1"
"Kinney, Texas","48271","0.1"
"Tyler, Texas","48457","0.1"
"Gonzales, Texas","48177","0.1"
"Jackson, Texas","48239","0.1"
"Terry, Texas","48445","0.1"
"Wharton, Texas","48481","0.1"
"Panola, Texas","48365","0.1"
"San Saba, Texas","48411","0.1"
"Rusk, Texas","48401","0.1"
"Franklin, Texas","48159","0.1"
"Edwards, Texas","48137","0.1"
"Fayette, Texas","48149","0.1"
"Starr, Texas","48427","0.1"
"Reeves, Texas","48389","0.1"
"Gregg, Texas","48183","0.1"
"Jack, Texas","48237","no data/suppressed"
"Knox, Texas","48275","no data/suppressed"
"Loving, Texas","48301","no data/suppressed"
"Schleicher, Texas","48413","no data/suppressed"
"Zapata, Texas","48505","no data/suppressed"
"Sherman, Texas","48421","no data/suppressed"
"Motley, Texas","48345","no data/suppressed"
"Terrell, Texas","48443","no data/suppressed"
"Irion, Texas","48235","no data/suppressed"
"Jeff Davis, Texas","48243","no data/suppressed"
"Delta, Texas","48119","no data/suppressed"
"Reagan, Texas","48383","no data/suppressed"
"Stephens, Texas","48429","no data/suppressed"
"Briscoe, Texas","48045","no data/suppressed"
"Crosby, Texas","48107","no data/suppressed"
"Zavala, Texas","48507","no data/suppressed"
"King, Texas","48269","no data/suppressed"
"Throckmorton, Texas","48447","no data/suppressed"
"Brooks, Texas","48047","no data/suppressed"
"La Salle, Texas","48283","no data/suppressed"
"Jim Hogg, Texas","48247","no data/suppressed"
"Borden, Texas","48033","no data/suppressed"
"Kent, Texas","48263","no data/suppressed"
"Glasscock, Texas","48173","no data/suppressed"
"Crockett, Texas","48105","no data/suppressed"
"Andrews, Texas","48003","no data/suppressed"
"Martin, Texas","48317","no data/suppressed"
"Real, Texas","48385","no data/suppressed"

"undefined"
